Age,DailyRate,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
30,231,0,8,2,982,3,1,62,3,3,3,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,0
38,152,0,10,3,983,3,0,85,3,2,4,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,0
35,882,0,3,4,984,4,1,92,3,3,4,7823,6812,6,0,13,3,2,1,12,2,3,10,9,0,8,0
39,903,0,2,5,985,1,1,41,4,3,3,7880,2560,0,0,18,3,4,0,9,3,3,8,7,0,7,0
40,1479,0,24,3,986,2,0,100,4,4,2,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,1
47,1379,1,16,4,987,3,1,64,4,2,3,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,0
36,1229,0,8,4,990,1,1,84,3,2,4,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,0
31,335,1,9,2,991,3,1,46,2,1,1,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2,1
33,722,0,17,3,992,4,1,38,3,4,3,17444,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,0
29,906,1,10,3,994,4,0,92,2,1,1,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,1
33,461,1,13,1,995,2,0,53,3,1,4,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,0
45,974,1,1,4,996,4,0,91,3,1,4,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2,0
50,1126,1,1,2,997,4,1,66,3,4,4,17399,6615,9,0,22,4,3,1,32,1,2,5,4,1,3,0
33,827,1,1,4,998,3,0,84,4,2,2,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2,0
41,840,1,9,3,999,1,1,64,3,5,3,19419,3735,2,0,17,3,2,1,21,2,4,18,16,0,11,0
27,1134,1,16,4,1001,3,0,37,3,1,2,2811,12086,9,0,14,3,2,1,4,2,3,2,2,2,2,0
45,248,1,23,2,1002,4,1,42,3,2,1,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,0
47,955,0,4,2,1003,4,0,83,3,2,4,4163,8571,1,1,17,3,3,0,9,0,3,9,0,0,7,0
30,138,1,22,3,1004,1,0,48,3,1,3,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,1
50,939,1,24,3,1005,4,1,95,3,4,3,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5,0
38,1391,1,10,1,1006,3,1,66,3,1,3,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,0
46,566,1,7,2,1007,4,1,75,3,3,3,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7,0
24,1206,1,17,1,1009,4,0,41,2,2,3,4377,24117,1,0,15,3,2,2,5,6,3,4,2,3,2,0
35,622,1,14,4,1010,3,1,39,2,1,2,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,1
31,853,1,1,1,1011,3,0,96,3,2,1,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3,0
18,287,1,5,2,1012,2,1,73,3,1,4,1051,13493,1,0,15,3,4,0,0,2,3,0,0,0,0,0
54,1441,1,17,3,1013,3,0,56,3,3,3,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,0
35,583,1,25,4,1014,3,0,57,3,3,3,10388,6975,1,1,11,3,3,1,16,3,2,16,10,10,1,0
30,153,1,8,2,1015,2,0,73,4,3,1,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,0
20,1097,1,11,3,1016,4,0,98,2,1,1,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,1
30,109,1,5,3,1017,2,0,60,3,1,2,2422,25725,0,0,17,3,1,0,4,3,3,3,2,1,2,1
26,1066,1,2,2,1018,4,1,32,4,2,4,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,0
22,217,1,8,1,1019,2,1,94,1,1,1,2451,6881,1,0,15,3,1,1,4,3,2,4,3,1,1,0
48,277,1,6,3,1022,1,1,97,2,2,3,4240,13119,2,0,13,3,4,0,19,0,3,2,2,2,2,0
48,1355,1,4,4,1024,3,1,78,2,3,3,10999,22245,7,0,14,3,2,0,27,3,3,15,11,4,8,0
41,549,1,7,2,1025,4,0,42,3,2,3,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1,0
39,466,1,1,1,1026,4,0,65,2,4,4,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8,0
27,1055,1,2,4,1027,1,0,47,3,2,4,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,0
35,802,1,10,3,1028,2,1,45,3,1,4,3917,9541,1,0,20,4,1,1,3,4,2,3,2,1,2,0
42,265,0,5,2,1029,4,1,90,3,5,3,18303,7770,6,0,13,3,2,0,21,3,4,1,0,0,0,0
50,804,1,9,3,1030,1,1,64,3,1,4,2380,20165,4,0,18,3,2,0,8,5,3,1,0,0,0,0
59,715,1,2,3,1032,3,0,69,2,4,4,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,0
37,1141,1,11,2,1033,1,0,61,1,2,2,4777,14382,5,0,15,3,1,0,15,2,1,1,0,0,0,1
55,135,1,18,4,1034,3,1,62,3,2,2,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,0
41,247,1,7,1,1035,2,0,55,1,5,3,19973,20284,1,0,22,4,2,2,21,3,3,21,16,5,10,0
38,1035,0,3,4,1036,2,1,42,3,2,4,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,0
26,265,0,29,2,1037,2,1,79,1,2,1,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2,1
52,266,0,2,1,1038,1,0,57,1,5,4,19845,25846,1,0,15,3,4,1,33,3,3,32,14,6,9,1
44,1448,0,28,3,1039,4,0,53,4,4,4,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,0
50,145,0,1,3,1040,4,0,95,3,2,3,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,0
36,885,1,16,4,1042,3,0,43,4,1,1,2743,8269,1,0,16,3,3,0,18,1,3,17,13,15,14,1
39,945,1,22,3,1043,4,0,82,3,3,1,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,0
33,1038,0,8,1,1044,2,0,88,2,1,4,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,0
45,1234,0,11,2,1045,4,0,90,3,4,4,17650,5404,3,0,13,3,2,1,26,4,4,9,3,1,1,0
32,1109,1,29,4,1046,4,0,69,3,1,3,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,0
34,216,0,1,4,1047,2,1,75,4,2,4,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,0
59,1089,0,1,2,1048,2,1,66,3,3,4,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,0
45,788,2,24,4,1049,2,1,36,3,1,2,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,0
53,124,0,2,3,1050,3,0,38,2,3,2,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,0
36,660,1,15,3,1052,1,1,81,3,2,3,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,1
26,342,1,2,3,1053,1,1,57,3,1,1,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,1
34,1333,0,10,4,1055,3,0,87,3,1,3,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,0
28,1144,0,10,1,1056,4,1,74,3,1,2,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,0
38,1186,1,3,4,1060,3,1,44,3,1,3,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,0
50,1464,1,2,4,1061,2,1,62,3,5,3,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7,0
37,124,1,3,3,1062,4,0,35,3,2,2,4107,13848,3,0,15,3,1,0,8,3,2,4,3,0,1,0
40,300,0,26,3,1066,3,1,74,3,2,1,8396,22217,1,0,14,3,2,1,8,3,2,7,7,7,5,0
26,921,1,1,1,1068,1,0,66,2,1,3,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3,0
46,430,1,1,4,1069,4,1,40,3,5,4,19627,21445,9,0,17,3,4,2,23,0,3,2,2,2,2,0
54,1082,0,2,4,1070,3,0,41,2,3,3,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0,0
56,1240,1,9,3,1071,1,0,63,3,1,3,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3,0
36,796,1,12,5,1073,4,0,51,2,3,4,8858,15669,0,0,11,3,2,0,15,2,2,14,8,7,8,0
55,444,1,2,1,1074,3,1,40,2,4,1,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,0
43,415,0,25,3,1076,3,1,79,2,3,4,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,0
20,769,0,9,3,1077,4,0,54,3,1,4,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,1
21,1334,1,10,3,1079,3,0,36,2,1,1,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,1
46,1003,1,8,4,1080,4,0,74,2,2,1,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,0
51,1323,1,4,4,1081,1,1,34,3,1,3,2461,10332,9,1,12,3,3,3,18,2,4,10,0,2,7,1
28,1366,1,24,2,1082,2,1,72,2,3,1,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9,1
26,192,1,1,2,1083,1,1,59,2,1,1,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,0
30,1176,1,20,3,1084,3,1,85,3,2,1,9957,9096,0,0,15,3,3,1,7,1,2,6,2,0,2,0
41,509,1,7,2,1085,2,0,43,4,1,3,3376,18863,1,0,13,3,3,0,10,3,3,10,6,0,8,0
38,330,1,17,1,1088,3,0,65,2,3,3,8823,24608,0,0,18,3,1,1,20,4,2,19,9,1,9,0
40,1492,1,20,4,1092,1,1,61,3,3,4,10322,26542,4,0,20,4,4,1,14,6,3,11,10,11,1,0
27,1277,1,8,5,1094,1,1,87,1,1,3,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,0
55,1091,1,2,1,1096,4,1,65,3,3,2,10976,15813,3,0,18,3,2,1,23,4,3,3,2,1,2,0
28,857,1,10,3,1097,3,0,59,3,2,3,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7,0
44,1376,2,1,2,1098,2,1,91,2,3,1,10482,2326,9,0,14,3,4,1,24,1,3,20,6,3,6,1
33,654,1,5,3,1099,4,1,34,2,3,4,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,0
35,1204,0,4,3,1100,4,1,86,3,3,1,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,1
33,827,1,29,4,1101,1,0,54,2,2,3,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,1
28,895,1,15,2,1102,1,1,50,3,1,3,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,0
34,618,1,3,1,1103,1,1,45,3,2,4,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,0
37,309,0,10,4,1105,4,0,88,2,2,4,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0,0
25,1219,1,4,1,1106,4,1,32,3,1,4,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,1
26,1330,1,21,3,1107,1,1,37,3,1,3,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,1
33,1017,1,25,3,1108,1,1,55,2,1,2,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,1
42,469,1,2,2,1109,4,1,35,3,4,1,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,0
28,1009,1,1,3,1111,1,1,45,2,1,2,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,1
50,959,0,1,4,1113,4,1,81,3,2,3,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,1
33,970,0,7,3,1114,4,0,30,3,2,2,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,0
34,697,1,3,4,1115,3,1,40,2,1,4,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,0
48,1262,1,1,4,1116,1,1,35,4,4,4,16885,16154,2,0,22,4,3,0,27,3,2,5,4,2,1,0
45,1050,0,9,4,1117,2,0,65,2,2,3,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,0
52,994,1,7,4,1118,2,1,87,3,3,2,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,0
38,770,0,10,4,1119,3,1,73,2,3,3,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,0
29,1107,1,28,4,1120,3,0,93,3,1,4,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,0
28,950,1,3,3,1121,4,0,93,3,3,2,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,0
46,406,0,3,1,1124,1,1,52,3,4,3,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9,0
38,130,0,2,2,1125,4,1,32,3,3,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,0
43,1082,1,27,3,1126,3,0,83,3,3,1,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,0
39,203,1,2,3,1127,1,1,84,3,4,4,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,1
40,1308,1,14,3,1128,3,1,44,2,5,3,19626,17544,1,0,14,3,1,0,21,2,4,20,7,4,9,0
21,984,1,1,1,1131,4,0,70,2,1,2,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,0
39,439,1,9,3,1132,3,1,70,3,2,2,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,0
36,217,1,18,4,1133,1,1,78,3,2,4,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9,0
31,793,0,20,3,1135,3,1,67,4,1,4,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,0
28,1451,1,2,1,1136,1,1,67,2,1,2,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,0
35,1182,0,11,2,1137,4,1,54,3,2,4,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,0
49,174,0,8,4,1138,4,1,56,2,4,2,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,0
34,1003,1,2,2,1140,4,1,95,3,2,3,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,0
29,490,1,10,3,1143,4,0,61,3,1,2,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,0
42,188,1,29,3,1148,2,1,56,1,2,4,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0,0
29,718,1,8,1,1150,2,1,79,2,2,4,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,0
38,433,2,1,3,1152,3,1,37,4,1,3,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,0
28,773,1,6,3,1154,3,1,39,2,1,3,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,0
18,247,1,8,1,1156,3,1,80,3,1,3,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,1
33,603,0,9,4,1157,1,0,77,3,2,1,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,1
41,167,1,12,4,1158,2,1,46,3,1,4,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0,0
31,874,1,15,3,1160,3,1,72,3,1,3,2610,6233,1,0,12,3,3,1,2,5,2,2,2,2,2,1
37,367,1,25,2,1161,3,0,52,2,2,4,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,0
27,199,1,6,3,1162,4,1,55,2,1,3,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,0
34,1400,0,9,1,1163,2,0,70,3,2,3,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,0
35,528,2,8,4,1164,3,1,100,3,1,3,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,0
29,408,0,23,1,1165,4,0,45,2,3,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,1
40,593,1,9,4,1166,2,0,88,3,3,3,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,0
42,481,0,12,3,1167,3,1,44,3,4,1,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14,1
42,647,0,4,4,1171,2,1,45,3,2,1,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,0
35,982,1,1,4,1172,4,1,58,2,1,3,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,0
24,477,1,24,3,1173,4,1,49,3,1,2,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,0
28,1485,1,12,1,1175,3,0,79,3,1,4,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,1
26,1384,1,3,4,1177,1,1,82,4,1,4,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,0
30,852,0,10,3,1179,3,1,72,2,2,3,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,0
40,902,1,26,2,1180,3,0,92,2,2,4,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,0
35,819,1,2,3,1182,3,1,44,2,3,2,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,0
34,669,1,1,3,1184,4,1,97,2,2,1,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,0
35,636,1,4,4,1185,4,1,47,2,1,4,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,0
43,1372,0,9,3,1188,1,0,85,1,2,3,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,1
32,862,0,2,1,1190,3,0,76,3,1,1,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,0
56,718,1,4,4,1191,4,0,92,3,5,1,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,0
29,1401,1,6,1,1192,2,0,54,3,1,4,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,0
19,645,1,9,2,1193,3,1,54,3,1,1,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,0
45,1457,1,7,3,1195,1,0,83,3,1,3,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,0
37,977,1,1,3,1196,4,0,56,2,2,4,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,0
20,805,1,3,3,1198,1,1,87,2,1,3,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,0
44,1097,1,10,4,1200,3,1,96,3,1,3,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,1
53,1223,1,7,2,1201,4,0,50,3,5,3,18606,18640,3,0,18,3,2,1,26,6,3,7,7,4,7,0
29,942,1,15,1,1202,2,0,69,1,1,4,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,0
22,1256,1,3,4,1203,3,1,48,2,1,4,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,1
46,1402,0,2,3,1204,3,0,69,3,4,1,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,0
44,111,1,17,3,1206,4,1,74,1,1,3,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,0
33,147,2,2,3,1207,2,1,99,3,1,3,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,0
41,906,1,5,2,1210,1,1,95,2,1,1,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0,1
30,1329,0,29,4,1211,3,1,61,3,2,1,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,0
40,1184,0,2,4,1212,2,1,62,3,2,2,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,0
50,1421,1,2,3,1215,4,0,30,3,4,1,17856,9490,2,0,22,4,3,1,32,3,3,2,2,2,2,0
28,1179,1,19,4,1216,4,1,78,2,1,1,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,0
46,1450,1,15,2,1217,4,1,52,3,5,2,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3,0
35,1361,0,17,4,1218,3,1,94,3,2,1,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,0
24,984,1,17,2,1219,4,0,97,3,1,2,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,1
33,1146,0,25,3,1220,2,0,82,3,2,3,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,0
36,917,1,6,4,1221,3,1,60,1,1,3,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,0
30,853,1,7,4,1224,3,1,49,3,2,3,3491,11309,1,0,13,3,1,3,10,4,2,10,7,8,9,0
44,200,1,29,4,1225,4,1,32,3,2,4,4541,7744,1,0,25,4,2,0,20,3,3,20,11,13,17,0
20,654,0,21,3,1226,3,1,43,4,1,4,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,0
46,150,1,2,4,1228,4,1,60,3,2,4,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,0
42,179,2,2,5,1231,4,1,79,4,2,1,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,0
60,696,0,7,4,1233,2,1,52,4,2,4,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,0
32,116,1,13,3,1234,3,0,77,2,1,2,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,0
32,1316,1,2,2,1235,4,0,38,3,2,3,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,0
36,363,1,1,3,1237,3,0,77,1,3,1,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7,0
33,117,1,9,3,1238,1,1,60,3,1,4,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10,0
40,107,0,10,3,1239,2,0,84,2,2,2,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,0
25,1356,0,10,4,1240,3,1,57,3,2,4,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1,0
30,1465,1,1,3,1241,4,1,63,3,1,2,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,0
42,458,1,26,5,1242,1,0,60,3,3,1,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0,0
35,1212,0,8,2,1243,3,0,78,2,3,4,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12,0
27,1103,1,14,3,1244,1,1,42,3,1,1,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8,0
54,966,1,1,4,1245,4,0,53,3,3,3,10502,9659,7,0,17,3,1,1,33,2,1,5,4,1,4,0
44,1117,1,2,1,1246,1,0,72,4,1,4,2011,19982,1,0,13,3,4,1,10,5,3,10,5,7,7,0
19,504,1,10,3,1248,1,0,96,2,1,2,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,1
29,1010,1,1,3,1249,1,0,97,3,1,4,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,0
54,685,1,3,3,1250,4,1,85,3,4,4,17779,23474,3,0,14,3,1,0,36,2,3,10,9,0,9,0
31,1332,1,11,2,1251,3,1,80,3,2,1,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1,0
31,1062,1,24,3,1252,3,0,96,2,2,1,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8,0
59,326,0,3,3,1254,3,0,48,2,2,4,5171,16490,5,0,17,3,4,0,13,2,3,6,1,0,5,0
43,920,1,3,3,1255,3,1,96,1,5,4,19740,18625,3,0,14,3,2,1,25,2,3,8,7,0,7,0
49,1098,1,4,2,1256,1,1,85,2,5,3,18711,12124,2,0,13,3,3,1,23,2,4,1,0,0,0,0
36,469,1,3,3,1257,3,1,46,3,1,2,3692,9256,1,0,12,3,3,0,12,2,2,11,10,0,7,0
48,969,1,2,2,1258,4,1,76,4,1,2,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0,0
27,1167,1,4,2,1259,1,1,76,3,1,3,2517,3208,1,0,11,3,2,3,5,2,3,5,3,0,3,0
29,1329,1,7,3,1260,3,1,82,3,2,4,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0,0
48,715,1,1,3,1263,4,1,76,2,5,4,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0,0
29,694,1,1,3,1264,4,0,87,2,4,4,16124,3423,3,0,14,3,2,2,9,2,2,7,7,1,7,0
34,1320,1,20,3,1265,3,0,89,4,1,3,2585,21643,0,0,17,3,4,0,2,5,2,1,0,0,0,0
44,1099,0,5,3,1267,2,1,88,3,5,2,18213,8751,7,0,11,3,3,1,26,5,3,22,9,3,10,0
33,536,0,10,5,1268,4,1,82,4,3,3,8380,21708,0,1,14,3,4,2,10,3,3,9,8,0,8,0
19,265,1,25,3,1269,2,0,57,4,1,4,2994,21221,1,1,12,3,4,0,1,2,3,1,0,0,1,0
23,373,1,1,2,1270,4,1,47,3,1,3,1223,16901,1,0,22,4,4,1,1,2,3,1,0,0,1,0
25,599,0,24,1,1273,3,1,73,1,1,4,1118,8040,1,1,14,3,4,0,1,4,3,1,0,1,0,1
26,583,1,4,2,1275,3,1,53,3,1,4,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2,0
45,1449,0,2,3,1277,1,0,94,1,5,2,18824,2493,2,1,16,3,1,0,26,2,3,24,10,1,11,1
55,177,1,8,1,1278,4,1,37,2,4,2,13577,25592,1,1,15,3,4,1,34,3,3,33,9,15,0,0
21,251,1,10,2,1279,1,0,45,2,1,3,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2,1
46,168,0,4,2,1280,4,0,33,2,5,2,18789,9946,2,0,14,3,3,1,26,2,3,11,4,0,8,0
34,131,0,2,3,1281,3,0,86,3,2,1,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2,0
51,237,0,9,3,1282,4,1,83,3,5,2,19847,19196,4,1,24,4,1,1,31,5,2,29,10,11,10,0
59,1429,1,18,4,1283,4,1,67,3,3,4,10512,20002,6,0,12,3,4,0,25,6,2,9,7,5,4,0
34,135,1,19,3,1285,3,0,46,3,2,2,4444,22534,4,0,13,3,3,2,15,2,4,11,8,5,10,0
28,791,1,1,4,1286,4,1,44,3,1,3,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2,0
44,1199,1,4,2,1288,3,1,92,4,5,1,19190,17477,1,0,14,3,4,2,26,4,2,25,9,14,13,0
34,648,2,11,3,1289,3,1,56,2,2,2,4490,21833,4,0,11,3,4,2,14,5,4,10,9,1,8,0
35,735,1,6,1,1291,3,1,66,3,1,3,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2,0
42,603,1,7,4,1292,2,0,78,4,2,2,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0,0
43,531,0,4,4,1293,4,0,56,2,3,4,10231,20364,3,0,14,3,4,0,23,3,4,21,7,15,17,0
36,429,1,2,4,1294,3,0,53,3,2,2,5410,2323,9,1,11,3,4,0,18,2,3,16,14,5,12,0
44,621,1,15,3,1295,1,0,73,3,3,4,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5,1
28,193,1,2,3,1296,4,1,52,2,1,4,3867,14222,1,1,12,3,2,1,2,2,3,2,2,2,2,0
51,968,1,6,2,1297,2,0,40,2,1,3,2838,4257,0,0,14,3,2,0,8,6,2,7,0,7,7,0
30,879,1,9,2,1298,3,0,72,3,2,3,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7,0
29,806,1,7,3,1299,2,0,39,3,1,3,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7,1
28,640,1,1,3,1301,4,1,84,3,1,1,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2,0
